,Customer_ID,call_failure,complains,sub_length,charge_amount,total_sec_calls,total_num_sms,distinct_call_nums,tariff_plan,status,age,customer_value,Churn,Cluster_KMeans
87,22465,9,0,38,1,2840,180,25,1,1,25,940.32,0,3
88,22466,7,0,29,2,1375,198,13,2,1,30,848.56,0,3
89,22467,7,0,28,1,1628,35,70,1,1,45,129.25,0,1
90,22468,14,0,29,1,760,15,9,1,1,30,91.52,0,0
91,22469,3,0,28,1,885,26,5,1,1,45,87.45,0,0
92,22470,13,0,27,1,1285,24,15,1,1,25,167.4,0,0
93,22471,5,0,27,1,3285,13,25,1,1,30,185.96,0,0
94,22472,5,0,20,1,1755,33,16,1,1,25,228.78,0,0
95,22473,19,0,19,2,6453,90,44,2,1,25,701.865,0,1
96,22474,15,0,17,1,8993,78,42,1,1,55,254.505,0,1
97,22475,11,0,18,4,2913,36,21,1,1,30,262.44,0,1
98,22476,5,0,11,2,4450,220,12,1,1,30,1059.72,0,3
99,22477,6,1,11,2,1548,5,9,1,1,30,82.8,1,0
100,22478,5,0,36,0,4310,0,15,1,1,25,197.01,0,0
101,22479,0,0,37,0,258,2,2,1,2,25,20.7,0,0
102,22480,7,0,35,0,2393,354,22,1,1,25,1703.25,0,3
103,22481,7,0,36,0,4138,0,33,1,1,15,231.055,0,0
104,22482,0,0,36,0,2333,0,31,1,1,15,131.34,0,0
105,22483,8,0,36,0,3715,27,26,1,1,30,259.76,0,0
106,22484,1,0,36,0,2300,280,16,1,1,30,1213.44,0,3
107,22485,10,0,35,1,9055,139,41,1,1,30,922.92,0,3
108,22486,4,0,36,0,13713,0,42,1,1,30,555.16,0,1
109,22487,4,0,36,0,4455,0,23,1,1,30,181.4,0,0
110,22488,3,0,36,0,5858,2,10,1,1,25,276.75,0,0
111,22489,6,1,36,0,2178,3,15,1,2,30,101.16,0,0
112,22490,22,0,36,2,15080,49,30,1,1,30,808.08,0,2
113,22491,1,0,36,0,3035,478,6,1,1,30,2034.36,0,3
114,22492,6,0,35,0,15425,145,28,1,1,25,1354.68,0,3
115,22493,0,0,35,0,6440,181,24,1,1,30,984.92,0,3
116,22494,0,0,35,0,815,0,9,1,2,25,37.17,0,0
117,22495,0,0,36,0,650,8,6,1,2,25,65.745,0,0
118,22496,0,0,35,0,0,0,0,1,2,25,0.0,1,0
119,22497,0,0,35,0,7448,379,41,1,1,25,2046.24,0,3
120,22498,4,0,35,0,11405,6,45,1,1,30,486.24,0,1
121,22499,5,0,35,0,6658,103,35,1,1,25,766.35,0,3
122,22500,20,0,31,0,895,11,15,1,2,25,91.755,1,0
123,22501,18,0,34,7,10375,0,40,1,1,45,261.625,0,2
124,22502,10,0,34,0,5758,21,22,1,1,25,357.885,1,1
125,22503,0,0,32,0,2780,0,12,1,1,30,111.96,0,0
126,22504,6,0,33,0,2930,4,14,1,2,25,151.56,1,0
127,22505,6,1,34,0,2208,29,29,1,2,30,205.96,1,0
128,22506,0,1,34,0,0,0,0,1,2,30,0.0,1,0
129,22507,0,0,34,0,1608,0,4,1,1,30,65.2,0,0
130,22508,0,0,31,0,6725,9,20,1,1,45,192.975,0,0
131,22509,0,0,34,0,568,4,2,1,2,45,24.3,1,0
132,22510,0,0,34,0,0,0,0,1,1,55,0.0,0,0
133,22511,22,0,29,2,16015,0,78,1,1,25,731.25,0,2
134,22512,3,0,32,2,6905,266,31,2,1,25,1512.81,0,3
135,22513,0,0,34,0,3658,0,26,1,1,25,168.165,0,0
136,22514,0,0,33,0,1605,33,18,1,2,30,197.84,0,0
137,22515,3,0,34,0,2720,170,21,1,1,25,889.65,0,3
138,22516,1,0,25,0,1255,188,9,2,1,25,903.96,0,3
139,22517,1,0,24,0,1508,25,66,1,1,45,101.1,0,1
140,22518,8,0,25,0,640,5,5,1,2,25,52.29,0,0
141,22519,0,1,24,0,765,16,1,1,2,45,59.3,1,0
142,22520,7,0,23,0,1165,14,11,1,1,25,116.73,0,0
143,22521,0,0,23,0,3165,3,21,1,1,30,140.92,0,0
144,22522,0,0,16,0,1635,23,12,1,1,25,178.11,0,0
145,22523,13,0,15,0,6333,80,40,2,1,15,795.905,0,3
146,22524,9,0,13,0,8873,68,38,1,1,45,396.025,0,1
147,22525,5,0,14,2,2793,26,17,1,1,30,217.4,0,0
148,22526,0,0,7,0,4330,210,8,1,1,30,1014.68,0,3
149,22527,0,0,7,0,1428,0,5,1,1,30,57.76,1,0
150,22528,9,0,42,1,4450,15,21,1,1,30,240.92,0,1
151,22529,1,1,43,0,398,17,8,1,2,30,84.2,1,0
152,22530,11,0,41,1,2533,369,28,1,1,30,1579.8,0,3
153,22531,11,0,42,1,4278,11,39,1,1,15,299.53,0,1
154,22532,4,0,42,1,2473,12,37,1,1,25,167.985,0,1
155,22533,12,0,42,2,3855,42,32,1,1,30,325.56,0,1
156,22534,5,0,42,1,2440,295,22,1,1,30,1279.24,0,3
157,22535,14,0,41,3,9195,154,47,1,1,30,988.72,0,2
158,22536,8,0,42,1,13853,10,48,1,1,30,600.96,0,1
159,22537,8,0,42,2,4595,12,29,1,1,30,235.2,0,1
160,22538,7,0,42,1,5998,17,16,1,1,30,311.8,0,1
161,22539,10,0,42,0,2318,18,21,1,2,30,166.96,0,0
162,22540,26,0,42,4,15220,64,36,2,1,30,873.88,0,2
163,22541,5,0,42,2,3175,493,12,1,1,30,2100.16,0,3
164,22542,10,0,41,1,15565,160,34,1,1,25,1428.705,0,3
165,22543,4,0,41,2,6580,196,30,1,1,30,1050.72,0,3
166,22544,1,0,41,0,955,10,15,1,2,25,88.695,0,0
167,22545,3,0,42,0,790,23,12,1,2,30,124.24,0,0
168,22546,1,0,41,0,80,10,4,1,2,25,48.69,1,0
169,22547,4,0,41,1,7588,394,47,1,1,30,1884.68,0,3
170,22548,8,0,41,2,11545,21,51,1,1,45,345.025,0,1
171,22549,9,0,41,2,6798,118,41,1,1,25,840.375,0,3
172,22550,24,1,37,0,1035,26,21,1,2,30,147.36,1,1
173,22551,22,1,40,9,10515,11,46,1,1,55,175.65,0,2
174,22552,14,0,40,2,5898,36,28,1,1,25,431.91,1,1
175,22553,2,0,38,1,2920,10,18,1,1,30,157.76,0,0
176,22554,10,0,39,0,3070,19,20,1,2,30,200.52,1,0
177,22555,10,1,40,0,2348,44,35,1,2,30,271.76,1,1
178,22556,1,0,40,0,213,10,6,1,2,30,48.68,1,0
179,22557,2,0,40,1,1748,10,10,1,1,45,69.375,0,0
180,22558,4,0,37,2,6865,24,26,1,1,55,140.46,0,1
181,22559,1,1,40,0,708,19,8,1,2,45,65.425,1,0
182,22560,1,0,40,2,418,14,6,1,1,55,27.36,0,0
183,22561,26,0,35,4,16155,10,84,1,1,25,782.775,0,2
184,22562,7,1,38,4,7045,281,37,2,1,25,1586.835,0,3
185,22563,3,0,40,1,3798,12,32,1,1,30,203.28,0,1
186,22564,4,0,39,0,1745,48,24,1,2,30,263.64,0,0
187,22565,7,0,40,1,2860,185,27,1,1,25,963.675,0,3
188,22566,5,0,31,2,1395,203,15,2,1,25,977.985,0,3
189,22567,5,0,30,1,1648,40,72,1,1,45,142.225,0,1
190,22568,12,0,31,0,780,20,11,1,2,30,112.28,0,0
191,22569,1,0,30,0,905,31,7,1,2,45,100.425,0,0
192,22570,11,0,29,1,1305,29,17,1,1,25,190.755,0,0
193,22571,3,0,29,1,3305,18,27,1,1,30,206.72,0,0
194,22572,3,0,22,1,1775,38,18,1,1,25,252.135,0,0
195,22573,17,0,21,2,6473,95,46,2,1,25,725.22,0,1
196,22574,13,0,19,1,9013,83,44,1,1,55,262.29,0,1
197,22575,9,0,20,4,2933,41,23,1,1,30,283.2,0,1
198,22576,3,0,13,2,4470,225,14,1,1,30,1080.48,0,3
199,22577,4,0,13,2,1568,10,11,1,1,30,103.56,1,0
200,22578,7,0,34,0,4290,0,13,1,1,25,196.155,0,0
201,22579,0,0,35,0,0,0,0,1,2,25,0.0,0,0
202,22580,9,0,33,0,2373,349,20,1,1,25,1679.895,0,3
203,22581,9,0,34,0,4118,0,31,1,1,15,230.01,0,0
204,22582,2,0,34,0,2313,0,29,1,1,15,130.295,0,0
205,22583,10,0,34,0,3695,22,24,1,1,30,239.0,0,0
206,22584,3,0,34,0,2280,275,14,1,1,30,1192.68,0,3
207,22585,12,0,33,1,9035,134,39,1,1,30,902.16,0,3
208,22586,6,0,34,0,13693,0,40,1,1,30,554.4,0,1
209,22587,6,0,34,0,4435,0,21,1,1,30,180.64,0,0
210,22588,5,0,34,0,5838,0,8,1,1,25,266.895,0,0
211,22589,8,0,34,0,2158,0,13,1,2,30,88.4,0,0
212,22590,24,0,34,2,15060,44,28,1,1,30,787.32,0,2
213,22591,3,0,34,0,3015,473,4,1,1,30,2013.6,0,3
214,22592,8,0,33,0,15405,140,26,1,1,25,1331.325,0,3
215,22593,2,0,33,0,6420,176,22,1,1,30,964.16,0,3
216,22594,0,0,33,0,795,0,7,1,2,25,36.315,0,0
217,22595,1,0,34,0,630,3,4,1,2,25,42.39,0,0
218,22596,0,0,33,0,0,0,0,1,2,25,0.0,1,0
219,22597,2,0,33,0,7428,374,39,1,1,25,2022.885,0,3
220,22598,6,0,33,0,11385,1,43,1,1,30,465.48,0,1
221,22599,7,0,33,0,6638,98,33,1,1,25,742.995,0,3
222,22600,22,0,29,0,875,6,13,1,2,25,68.4,1,0
223,22601,20,0,32,7,10355,0,38,1,1,45,261.15,0,2
224,22602,12,1,32,0,5738,16,20,1,1,25,334.53,1,1
225,22603,0,0,30,0,2760,0,10,1,1,30,111.2,0,0
226,22604,8,1,31,0,2910,0,12,1,2,30,117.96,1,0
227,22605,8,0,32,0,2188,24,27,1,2,30,185.2,1,0
228,22606,0,1,32,0,0,0,0,1,2,30,0.0,1,0
229,22607,0,0,32,0,1588,0,2,1,1,30,64.44,0,0
230,22608,2,0,29,0,6705,4,18,1,1,45,180.0,0,0
231,22609,0,0,32,0,0,0,0,1,2,45,0.0,1,0
232,22610,0,0,32,0,0,0,0,1,1,55,0.0,0,0
233,22611,24,0,27,2,15995,0,76,1,1,25,730.395,0,2
234,22612,5,0,30,2,6885,261,29,2,1,25,1489.455,0,3
235,22613,1,0,32,0,3638,0,24,1,1,25,167.31,0,0
236,22614,2,0,31,0,1585,28,16,1,2,30,177.08,0,0
237,22615,5,0,32,0,2700,165,19,1,1,25,866.295,0,3
238,22616,3,0,23,0,1235,183,7,2,1,25,880.605,0,3
239,22617,3,0,22,0,1488,20,64,1,1,45,88.125,0,1
240,22618,10,0,23,0,620,0,3,1,2,25,28.935,0,0
241,22619,0,0,22,0,0,11,0,1,2,45,27.5,0,0
242,22620,9,0,21,0,1145,9,9,1,1,25,93.375,0,0
243,22621,1,0,21,0,3145,0,19,1,1,30,128.16,0,0
244,22622,1,0,14,0,1615,18,10,1,1,25,154.755,0,0
245,22623,15,0,13,0,6313,75,38,2,1,15,767.36,0,3
246,22624,11,0,11,0,8853,63,36,1,1,45,383.05,0,1
247,22625,7,0,12,2,2773,21,15,1,1,30,196.64,0,0
248,22626,1,0,5,0,4310,205,6,1,1,30,993.92,0,3
249,22627,2,0,5,0,1408,0,3,1,1,30,57.0,1,0
250,22628,13,0,44,1,4630,20,23,1,1,30,268.44,0,1
251,22629,5,0,45,0,578,22,10,1,2,30,111.72,0,0
252,22630,15,0,43,1,2713,374,30,1,1,30,1607.32,0,3
253,22631,15,0,44,1,4458,16,41,1,1,15,337.37,0,1
254,22632,8,0,44,1,2653,17,39,1,1,25,198.945,0,1
255,22633,16,0,44,2,4035,47,34,1,1,30,353.08,0,1
256,22634,9,0,44,1,2620,300,24,1,1,30,1306.76,0,3
257,22635,18,0,43,3,9375,159,49,1,1,30,1016.24,0,2
258,22636,12,0,44,1,14033,15,50,1,1,30,628.48,0,2
259,22637,12,0,44,2,4775,17,31,1,1,30,262.72,0,1
260,22638,11,0,44,1,6178,22,18,1,1,30,339.32,0,1
261,22639,14,1,44,0,2498,23,23,1,2,30,194.48,0,1
262,22640,30,0,44,4,15400,69,38,1,1,30,901.4,0,2
263,22641,9,0,44,2,3355,498,14,1,1,30,2127.68,0,3
264,22642,14,0,43,1,15745,165,36,1,1,25,1459.665,0,3
265,22643,8,0,43,2,6760,201,32,1,1,30,1078.24,0,3
266,22644,5,0,43,0,1135,15,17,1,2,25,119.655,0,0
267,22645,7,0,44,0,970,28,14,1,2,30,151.76,0,0
268,22646,5,0,43,0,260,15,6,1,2,25,79.65,1,0
269,22647,8,0,43,1,7768,399,49,1,1,30,1912.2,0,3
270,22648,12,0,43,2,11725,26,53,1,1,45,362.225,0,2
271,22649,13,0,43,2,6978,123,43,1,1,25,871.335,0,3
272,22650,28,1,39,0,1215,31,23,1,2,30,174.88,1,1
273,22651,26,0,42,9,10695,16,48,2,1,55,185.97,0,2
274,22652,18,0,42,2,6078,41,30,1,1,25,462.87,0,1
275,22653,6,0,40,1,3100,15,20,1,1,30,185.28,0,0
276,22654,14,1,41,0,3250,24,22,1,2,30,228.04,1,1
277,22655,14,1,42,0,2528,49,37,1,2,45,187.05,1,1
278,22656,5,0,42,0,393,15,8,1,2,30,76.2,1,0
279,22657,6,0,42,1,1928,15,12,1,1,45,86.575,0,0
280,22658,8,0,39,2,7045,29,28,1,1,55,150.78,0,1
281,22659,5,0,42,0,888,24,10,1,2,45,82.625,1,0
282,22660,5,0,42,2,598,19,8,1,1,55,37.68,0,0
283,22661,30,1,37,4,16335,15,86,1,1,25,813.735,0,2
284,22662,11,1,40,4,7225,286,39,2,1,30,1438.04,0,3
285,22663,7,0,42,1,3978,17,34,1,1,30,230.8,0,1
286,22664,8,0,41,0,1925,53,26,1,2,30,291.16,0,0
287,22665,11,0,42,1,3040,190,29,1,1,25,994.635,0,3
288,22666,9,0,33,2,1575,208,17,2,1,30,896.84,0,3
289,22667,9,0,32,1,1828,45,74,1,1,55,95.655,0,1
290,22668,16,0,33,0,960,25,13,1,2,30,139.8,0,0
291,22669,5,0,32,0,1085,36,9,1,2,45,117.625,0,0
292,22670,15,0,31,1,1485,34,19,1,1,25,221.715,0,1
293,22671,7,0,31,1,3485,23,29,1,1,30,234.24,0,1
294,22672,7,0,24,1,1955,43,20,1,1,30,251.64,0,0
295,22673,21,0,23,2,6653,100,48,2,1,25,756.18,0,1
296,22674,17,0,21,1,9193,88,46,1,1,55,272.61,0,1
297,22675,13,0,22,4,3113,46,25,1,1,30,310.72,0,1
298,22676,7,0,15,2,4650,230,16,1,1,30,1108.0,0,3
299,22677,8,1,15,2,1748,15,13,1,1,30,131.08,1,0
300,22678,3,0,32,0,4110,0,11,1,1,25,187.695,0,0
301,22679,0,0,33,0,0,0,0,1,2,25,0.0,0,0
302,22680,5,0,31,0,2193,344,18,1,1,25,1648.935,0,3
303,22681,5,0,32,0,3938,0,29,1,1,15,219.67,0,0
304,22682,0,0,32,0,2133,0,27,1,1,15,119.955,0,0
305,22683,6,0,32,0,3515,17,22,1,1,25,237.915,0,0
306,22684,0,0,32,0,2100,270,12,1,1,30,1165.16,0,3
307,22685,8,0,31,1,8855,129,37,1,1,30,874.64,0,3
308,22686,2,0,32,0,13513,0,38,1,1,30,546.88,0,1
309,22687,2,0,32,0,4255,0,19,1,1,30,173.12,0,0
310,22688,1,0,32,0,5658,0,6,1,1,25,258.435,0,0
311,22689,4,0,32,0,1978,0,11,1,2,30,80.88,0,0
312,22690,20,0,32,2,14880,39,26,1,1,30,759.8,0,2
313,22691,0,0,32,0,2835,468,2,1,1,30,1986.08,0,3
314,22692,4,0,31,0,15225,135,24,1,1,25,1300.365,0,3
315,22693,0,0,31,0,6240,171,20,1,1,30,936.64,0,3
316,22694,0,0,31,0,615,0,5,1,2,25,27.855,0,0
317,22695,0,0,32,0,450,0,2,1,2,25,20.43,0,0
318,22696,0,0,31,0,0,0,0,1,2,25,0.0,1,0
319,22697,0,0,31,0,7248,369,37,1,1,25,1991.925,0,3
320,22698,2,0,31,0,11205,0,41,1,1,30,453.96,0,1
321,22699,3,0,31,0,6458,93,31,1,1,25,712.035,0,3
322,22700,18,1,27,0,695,1,11,1,2,25,37.44,1,0
323,22701,16,0,30,7,10175,0,36,1,1,45,256.45,0,2
324,22702,8,1,30,0,5558,11,18,1,1,25,303.57,1,0
325,22703,0,0,28,0,2580,0,8,1,1,30,103.68,0,0
326,22704,4,0,29,0,2730,0,10,1,2,25,124.245,1,0
327,22705,4,1,30,0,2008,19,25,1,2,30,157.68,1,0
328,22706,0,0,30,0,0,0,0,1,2,30,0.0,1,0
329,22707,0,0,30,0,0,0,0,1,1,30,0.0,0,0
330,22708,0,0,27,0,6525,0,16,1,1,45,165.3,0,0
331,22709,0,1,30,0,0,0,0,1,2,45,0.0,1,0
332,22710,0,1,30,0,0,0,0,1,1,55,0.0,1,0
333,22711,20,0,25,2,15815,0,74,1,1,25,721.935,0,2
334,22712,1,0,28,2,6705,256,27,2,1,25,1458.495,0,3
335,22713,0,0,30,0,3458,0,22,1,1,25,158.85,0,0
336,22714,0,0,29,0,1405,23,14,1,2,30,149.56,0,0
337,22715,1,0,30,0,2520,160,17,1,1,25,835.335,0,3
338,22716,0,0,21,0,1055,178,5,2,1,25,849.645,0,0
339,22717,0,0,20,0,1308,15,62,1,1,45,70.925,0,0
340,22718,6,0,21,0,440,0,1,1,2,25,20.475,0,0
341,22719,0,0,20,0,0,6,0,1,2,45,15.0,0,0
342,22720,5,0,19,0,965,4,7,1,1,25,62.415,0,0
343,22721,0,0,19,0,2965,0,17,1,1,30,120.64,0,0
344,22722,0,0,12,0,1435,13,8,1,1,25,123.795,0,0
345,22723,11,0,11,0,6133,70,36,2,1,15,729.52,0,3
346,22724,7,0,9,0,8673,58,34,1,1,45,365.85,0,1
347,22725,3,0,10,2,2593,16,13,1,1,30,169.12,0,0
348,22726,0,0,3,0,4130,200,4,1,1,30,966.4,0,3
349,22727,0,1,3,0,1228,0,1,1,1,25,55.665,1,0
350,22728,10,0,41,0,4550,16,22,1,1,30,249.16,0,1
351,22729,2,0,42,0,498,18,9,1,2,25,103.995,0,0
352,22730,12,0,40,0,2633,370,29,1,1,30,1588.04,0,3
353,22731,12,0,41,0,4378,12,40,1,1,15,310.86,0,1
354,22732,5,0,41,0,2573,13,38,1,1,15,216.645,0,0
355,22733,13,0,41,1,3955,43,33,1,1,30,333.8,0,1
356,22734,6,0,41,0,2540,296,23,1,1,30,1287.48,0,3
357,22735,15,0,40,2,9295,155,48,1,1,30,996.96,0,3
358,22736,9,0,41,0,13953,11,49,1,1,30,609.2,0,1
359,22737,9,0,41,1,4695,13,30,1,1,30,243.44,0,1
360,22738,8,0,41,0,6098,18,17,1,1,30,320.04,0,1
361,22739,11,0,41,0,2418,19,22,1,2,30,175.2,0,0
362,22740,27,0,41,3,15320,65,37,1,1,30,882.12,0,2
363,22741,6,0,41,1,3275,494,13,1,1,30,2108.4,0,3
364,22742,11,0,40,0,15665,161,35,1,1,25,1437.975,0,3
365,22743,5,0,40,1,6680,197,31,1,1,30,1058.96,0,3
366,22744,2,0,40,0,1055,11,16,1,2,25,97.965,0,0
367,22745,4,0,41,0,890,24,13,1,2,30,132.48,0,0
368,22746,2,0,40,0,180,11,5,1,2,25,57.96,1,0
369,22747,5,0,40,0,7688,395,48,1,1,25,2129.535,0,3
370,22748,9,0,40,1,11645,22,52,1,1,45,350.175,0,1
371,22749,10,0,40,1,6898,119,42,1,1,25,849.645,0,3
372,22750,25,1,36,0,1135,27,22,1,2,25,175.05,1,1
373,22751,23,0,39,8,10615,12,47,1,1,55,178.74,0,2
374,22752,15,0,39,1,5998,37,29,1,1,25,441.18,0,1
375,22753,3,0,37,0,3020,11,19,1,1,30,166.0,0,0
376,22754,11,1,38,0,3170,20,21,1,2,30,208.76,1,0
377,22755,11,1,39,0,2448,45,36,1,2,30,280.0,1,1
378,22756,2,1,39,0,313,11,7,1,2,30,56.92,1,0
379,22757,3,0,39,0,1848,11,11,1,1,30,119.24,0,0
380,22758,5,0,36,1,6965,25,27,1,1,55,143.55,0,1
381,22759,2,0,39,0,808,20,9,1,2,45,70.575,1,0
382,22760,2,0,39,1,518,15,7,1,1,55,30.45,0,0
383,22761,27,1,34,3,16255,11,85,1,1,25,792.045,0,2
384,22762,8,0,37,3,7145,282,38,2,1,25,1596.105,0,3
385,22763,4,0,39,0,3898,13,33,1,1,25,237.96,0,0
386,22764,5,0,38,0,1845,49,25,1,2,30,271.88,0,0
387,22765,8,0,39,0,2960,186,28,1,1,25,972.945,0,3
388,22766,6,1,30,1,1495,204,16,2,1,25,987.255,1,3
389,22767,6,0,29,0,1748,41,73,1,1,45,147.375,0,1
390,22768,13,0,30,0,880,21,12,1,2,25,135.585,0,0
391,22769,2,0,29,0,1005,32,8,1,2,45,105.575,0,0
392,22770,12,0,28,0,1405,30,18,1,1,25,200.025,0,0
393,22771,4,0,28,0,3405,19,28,1,1,30,214.96,0,0
394,22772,4,0,21,0,1875,39,19,1,1,25,261.405,0,0
395,22773,18,0,20,1,6573,96,47,2,1,25,734.49,0,1
396,22774,14,0,18,0,9113,84,45,1,1,45,442.3,0,1
397,22775,10,0,19,3,3033,42,24,1,1,30,291.44,0,1
398,22776,4,0,12,1,4570,226,15,1,1,30,1088.72,0,3
399,22777,5,0,12,1,1668,11,12,1,1,30,111.8,1,0
400,22778,6,0,35,0,4190,0,12,1,1,30,170.12,0,0
401,22779,0,0,36,0,0,0,0,1,2,25,0.0,0,0
402,22780,8,0,34,0,2273,348,19,1,1,30,1485.0,0,3
403,22781,8,0,35,0,4018,0,30,1,1,15,224.18,0,0
404,22782,1,0,35,0,2213,0,28,1,1,15,124.465,0,0
405,22783,9,0,35,1,3595,21,23,1,1,30,230.76,0,1
406,22784,2,0,35,0,2180,274,13,1,1,30,1184.44,0,3
